#PATH-POINTS-START Path1
46.601, -15.679, 95.192
46.624, -17.679, 95.016
46.593, -19.678, 92.304
46.519, -21.677, 89.51
46.41, -23.674, 86.626
46.28, -25.67, 83.642
46.14, -27.665, 80.548
46, -29.66, 77.331
45.877, -31.656, 73.973
45.787, -33.654, 70.456
45.751, -35.654, 66.754
45.799, -37.653, 62.835
45.972, -39.645, 58.654
46.342, -41.609, 54.154
46.991, -43.498, 49.248
48.047, -45.19, 43.805
49.549, -46.497, 37.591
51.373, -47.298, 30.116
53.336, -47.659, 20
54.832, -47.713, 0
54.832, -47.713, 0
74.819, -48.439, 0
endData
#PATH-POINTS-START Path2
54.832, -47.713, 74.795
52.832, -47.693, 71.318
50.832, -47.673, 67.663
48.832, -47.652, 63.799
46.832, -47.632, 59.685
44.833, -47.612, 55.265
42.833, -47.592, 50.46
40.833, -47.572, 45.147
38.833, -47.552, 39.119
36.833, -47.531, 31.973
34.833, -47.511, 22.677
32.808, -47.491, 0
32.808, -47.491, 0
12.809, -47.289, 0
endData
#PATH-POINTS-START Path3
32.808, -47.491, 49.315
34.808, -47.491, 43.863
36.808, -47.491, 37.63
38.808, -47.491, 30.133
40.808, -47.491, 20
41.04, -47.491, 0
41.04, -47.491, 0
61.04, -47.491, 0
endData
#PATH-POINTS-START Path4
41.04, -47.491, 93.718
39.679, -48.956, 92.789
38.365, -50.464, 90.01
37.071, -51.989, 87.142
35.752, -53.493, 84.177
34.352, -54.92, 81.104
32.815, -56.197, 77.912
31.119, -57.255, 77.095
29.29, -58.058, 79.756
27.372, -58.621, 83.832
25.405, -58.98, 87.97
23.416, -59.185, 91.427
21.418, -59.271, 93.25
19.418, -59.281, 100
17.418, -59.281, 100
15.418, -59.281, 100
13.418, -59.281, 100
11.418, -59.281, 100
9.418, -59.281, 100
7.418, -59.281, 100
5.418, -59.281, 100
3.418, -59.281, 100
1.418, -59.281, 100
-0.582, -59.281, 100
-2.582, -59.281, 100
-4.582, -59.281, 100
-6.582, -59.281, 100
-8.582, -59.281, 100
-10.582, -59.281, 100
-12.582, -59.281, 100
-14.582, -59.281, 100
-16.582, -59.281, 100
-18.582, -59.281, 99.676
-20.582, -59.281, 97.094
-22.582, -59.281, 94.442
-24.582, -59.281, 91.713
-26.582, -59.281, 88.9
-28.582, -59.281, 85.996
-30.582, -59.281, 82.99
-32.402, -58.559, 79.937
-34.055, -57.436, 77.369
-35.574, -56.137, 74.014
